==================================================================
                        General Data File
==================================================================
Units:
length m mass kg
Number of elements and nodes:
3979 864

.................................................................

Node                X m        Y m        Z m
Coordinates:
1018 98 101 138 133 0 
1019 98 101 133 62 0 
1020 77 98 138 75 0 
1021 75 42 72 80 0 
1022 75 42 80 67 0 
1023 42 72 80 57 0 
1024 80 42 57 67 0 
1025 42 72 57 62 0 
1026 72 80 57 100 0 
1027 80 57 100 144 0 
1028 72 80 100 124 0 
1029 80 100 124 139 0 
1030 80 100 139 144 0 
1031 124 80 139 135 0 
1032 124 80 135 75 0 
1033 80 139 135 116 0 
1034 80 139 116 144 0 
1035 100 124 139 150 0 
1036 100 124 150 72 0 
1037 135 80 116 67 0 
1038 57 72 100 64 0 
1039 139 135 116 173 0 
1040 139 135 173 203 0 
1041 116 139 173 144 0 
1042 135 116 173 125 0 
1043 139 173 144 219 0 
1044 72 80 124 75 0 
1045 139 124 135 203 0 
1046 75 72 98 124 0 
1047 745 776 794 810 0 
1048 776 794 810 828 0 
1049 794 745 810 788 0 
1050 794 810 828 848 0 
1051 745 810 788 782 0 
1052 745 776 810 759 0 
1053 745 810 782 759 0 
1054 810 788 782 831 0 
1055 776 794 828 787 0 
1056 794 745 788 697 0 
1057 810 794 788 848 0 
1058 810 776 828 830 0 
1059 788 745 782 726 0 
1060 788 745 726 697 0 
1061 745 782 726 694 0 
1062 745 782 694 759 0 
1063 726 745 694 625 0 
1064 782 788 726 796 0 
1065 788 726 796 800 0 
1066 782 788 796 831 0 
1067 726 782 796 748 0 
1068 796 726 748 743 0 
1069 796 726 743 800 0 
1070 748 796 743 791 0 
1071 748 796 791 808 0 
1072 796 743 791 824 0 
1073 791 796 824 844 0 
1074 726 782 748 694 0 
1075 782 796 748 808 0 
1076 726 748 743 649 0 
1077 743 726 649 695 0 
1078 726 748 649 694 0 
1079 649 743 695 651 0 
1080 743 695 651 769 0 
1081 649 743 651 698 0 
1082 748 743 649 698 0 
1083 743 651 698 747 0 
1084 743 651 747 769 0 
1085 698 743 747 791 0 
1086 651 698 747 670 0 
1087 743 726 695 800 0 
1088 726 649 695 605 0 
1089 726 649 605 694 0 
1090 695 726 605 697 0 
1091 649 695 605 558 0 
1092 695 605 558 517 0 
1093 649 695 558 651 0 
1094 743 748 791 698 0 
1095 605 649 558 545 0 
1096 605 649 545 694 0 
1097 649 558 545 548 0 
1098 545 649 548 616 0 
1099 545 649 616 694 0 
1100 649 558 548 651 0 
1101 548 545 616 511 0 
1102 545 616 511 572 0 
1103 548 545 511 404 0 
1104 548 545 404 558 0 
1105 545 511 404 435 0 
1106 545 511 435 572 0 
1107 616 548 511 622 0 
1108 511 404 435 312 0 
1109 558 605 545 500 0 
1110 558 605 500 517 0 
1111 500 558 517 413 0 
1112 517 500 413 441 0 
1113 500 413 441 397 0 
1114 500 413 397 404 0 
1115 605 500 517 625 0 
1116 605 500 625 615 0 
1117 413 441 397 329 0 
1118 397 413 329 313 0 
1119 329 397 313 262 0 
1120 313 329 262 309 0 
1121 397 413 313 404 0 
1122 441 397 329 402 0 
1123 413 329 313 309 0 
1124 605 545 500 615 0 
1125 545 558 500 404 0 
1126 649 548 616 698 0 
1127 404 545 435 500 0 
1128 511 548 404 442 0 
1129 548 404 442 468 0 
1130 511 548 442 622 0 
1131 404 442 468 363 0 
1132 468 404 363 422 0 
1133 404 442 363 366 0 
1134 404 442 366 511 0 
1135 442 363 366 336 0 
1136 442 468 363 432 0 
1137 468 363 432 388 0 
1138 468 363 388 422 0 
1139 363 366 336 256 0 
1140 442 363 336 432 0 
1141 442 468 432 540 0 
1142 548 404 468 558 0 
1143 363 404 366 313 0 
1144 363 432 388 308 0 
1145 363 432 308 336 0 
1146 388 363 308 298 0 
1147 388 363 298 422 0 
1148 432 388 308 387 0 
1149 308 388 298 310 0 
1150 308 388 310 387 0 
1151 298 308 310 221 0 
1152 298 308 221 247 0 
1153 308 221 247 249 0 
1154 388 298 310 386 0 
1155 308 310 221 250 0 
1156 310 221 250 197 0 
1157 221 250 197 161 0 
1158 221 308 250 249 0 
1159 221 250 161 249 0 
1160 298 308 247 363 0 
1161 221 298 247 157 0 
1162 310 298 221 255 0 
1163 310 298 255 386 0 
1164 298 221 255 157 0 
1165 221 310 255 197 0 
1166 442 548 468 540 0 
1167 366 442 336 454 0 
1168 651 649 698 548 0 
1169 432 468 388 501 0 
1170 468 388 501 462 0 
1171 432 468 501 543 0 
1172 432 468 543 540 0 
1173 501 432 543 534 0 
1174 468 501 543 595 0 
1175 468 501 595 462 0 
1176 543 468 595 548 0 
1177 501 543 595 627 0 
1178 543 595 627 670 0 
1179 388 432 501 387 0 
1180 441 375 413 517 0 
1181 438 372 331 423 0 
1182 290 345 263 348 0 
1183 263 290 348 260 0 
1184 290 348 260 392 0 
1185 290 345 348 378 0 
1186 263 290 260 199 0 
1187 345 263 348 350 0 
1188 263 348 350 316 0 
1189 348 350 316 466 0 
1190 345 263 350 300 0 
1191 263 348 316 260 0 
1192 350 263 316 302 0 
1193 316 350 302 382 0 
1194 350 302 382 391 0 
1195 350 263 302 300 0 
1196 302 316 382 356 0 
1197 316 350 382 466 0 
1198 382 302 356 353 0 
1199 316 382 356 414 0 
1200 382 356 414 447 0 
1201 356 414 447 457 0 
1202 382 356 447 353 0 
1203 350 302 391 300 0 
1204 348 345 350 449 0 
1205 92 63 90 56 0 
1206 672 720 746 781 0 
1207 503 386 462 405 0 
1208 386 462 405 388 0 
1209 462 503 405 551 0 
1210 503 386 405 406 0 
1211 503 405 551 491 0 
1212 551 503 491 611 0 
1213 491 551 611 584 0 
1214 491 551 584 421 0 
1215 503 405 491 406 0 
1216 551 503 611 586 0 
1217 405 551 491 421 0 
1218 611 491 584 646 0 
1219 462 503 551 586 0 
1220 405 462 551 436 0 
1221 405 462 436 388 0 
1222 462 436 388 501 0 
1223 436 388 501 387 0 
1224 436 388 387 310 0 
1225 436 388 310 405 0 
1226 462 551 436 501 0 
1227 551 405 436 458 0 
1228 436 551 458 527 0 
1229 458 436 527 387 0 
1230 458 436 387 322 0 
1231 551 611 584 707 0 
1232 503 491 611 549 0 
1233 611 503 549 613 0 
1234 503 491 549 406 0 
1235 549 611 613 679 0 
1236 491 611 549 646 0 
1237 611 503 613 586 0 
1238 503 549 613 536 0 
1239 549 613 536 679 0 
1240 132 130 200 112 0 
1241 470 351 391 409 0 
1242 386 406 349 304 0 
1243 349 386 304 309 0 
1244 386 406 304 405 0 
1245 406 349 304 319 0 
1246 349 304 319 253 0 
1247 406 349 319 450 0 
1248 304 319 253 234 0 
1249 253 304 234 255 0 
1250 304 234 255 299 0 
1251 255 304 299 405 0 
1252 304 234 299 319 0 
1253 304 406 319 299 0 
1254 349 304 253 309 0 
1255 319 349 253 311 0 
1256 319 349 311 473 0 
1257 349 253 311 288 0 
1258 253 311 288 266 0 
1259 253 319 311 226 0 
1260 349 253 288 309 0 
1261 311 349 288 377 0 
1262 319 253 234 226 0 
1263 615 572 692 694 0 
1264 692 615 694 759 0 
1265 132 229 181 195 0 
1266 132 229 195 263 0 
1267 181 132 195 93 0 
1268 229 181 195 233 0 
1269 229 181 233 287 0 
1270 181 195 233 177 0 
1271 233 181 177 145 0 
1272 225 273 189 190 0 
1273 189 225 190 150 0 
1274 190 189 150 127 0 
1275 190 189 127 179 0 
1276 190 189 179 281 0 
1277 189 127 179 129 0 
1278 189 127 129 150 0 
1279 127 190 179 178 0 
1280 190 179 178 296 0 
1281 127 190 178 97 0 
1282 179 127 178 159 0 
1283 372 469 443 332 0 
1284 187 272 236 219 0 
1285 275 266 182 288 0 
1286 275 266 288 377 0 
1287 288 275 377 375 0 
1288 182 275 288 217 0 
1289 275 288 217 309 0 
1290 377 288 375 349 0 
1291 182 275 217 186 0 
1292 272 269 337 324 0 
1293 272 269 324 231 0 
1294 337 272 324 420 0 
1295 269 337 324 417 0 
1296 337 324 417 420 0 
1297 417 337 420 482 0 
1298 269 324 231 331 0 
1299 324 272 231 297 0 
1300 324 272 297 420 0 
1301 163 157 117 161 0 
1302 456 475 564 473 0 
1303 564 456 473 544 0 
1304 68 120 102 88 0 
1305 102 68 88 58 0 
1306 212 183 162 122 0 
1307 648 671 596 662 0 
1308 205 280 262 202 0 
1309 353 268 302 356 0 
1310 30 42 53 21 0 
1311 274 362 281 393 0 
1312 331 372 324 297 0 
1313 372 324 297 420 0 
1314 331 372 297 341 0 
1315 372 297 341 332 0 
1316 372 297 332 420 0 
1317 297 341 332 219 0 
1318 332 297 219 236 0 
1319 341 372 332 395 0 
1320 332 341 395 282 0 
1321 341 395 282 335 0 
1322 282 341 335 271 0 
1323 331 372 341 423 0 
1324 372 341 423 395 0 
1325 341 423 395 335 0 
1326 263 252 199 174 0 
1327 185 147 170 228 0 
1328 170 185 228 181 0 
1329 615 504 572 435 0 
1330 292 202 251 262 0 
1331 431 417 429 306 0 
1332 469 438 560 423 0 
1333 469 438 423 372 0 
1334 751 792 764 805 0 
1335 764 751 805 767 0 
1336 41 71 46 70 0 
1337 41 71 70 59 0 
1338 70 41 59 56 0 
1339 41 59 56 23 0 
1340 46 41 70 56 0 
1341 71 46 70 90 0 
1342 46 70 90 63 0 
1343 495 456 564 577 0 
1344 252 344 290 213 0 
1345 96 155 137 95 0 
1346 175 125 128 205 0 
1347 25 50 38 33 0 
1348 38 25 33 15 0 
1349 25 50 33 48 0 
1350 33 25 48 22 0 
1351 33 25 22 12 0 
1352 33 25 12 15 0 
1353 25 22 12 11 0 
1354 12 25 11 15 0 
1355 776 723 787 795 0 
1356 723 787 795 792 0 
1357 787 776 795 828 0 
1358 776 723 795 716 0 
1359 273 274 281 190 0 
1360 204 212 201 122 0 
1361 305 205 262 186 0 
1362 258 353 302 391 0 
1363 282 203 219 173 0 
1364 409 502 415 353 0 
1365 410 331 324 359 0 
1366 149 92 151 148 0 
1367 462 386 422 388 0 
1368 422 462 388 468 0 
1369 672 746 735 781 0 
1370 120 185 170 181 0 
1371 572 618 692 675 0 
1372 212 204 183 122 0 
1373 280 205 193 202 0 
1374 229 185 181 287 0 
1375 444 498 488 569 0 
1376 266 214 182 218 0 
1377 469 494 443 583 0 
1378 290 344 378 342 0 
1379 290 344 342 213 0 
1380 344 378 342 428 0 
1381 378 290 342 392 0 
1382 157 113 117 99 0 
1383 157 113 99 128 0 
1384 113 117 99 48 0 
1385 117 157 99 143 0 
1386 157 99 143 153 0 
1387 99 117 143 87 0 
1388 99 143 153 109 0 
1389 99 143 109 87 0 
1390 153 99 109 77 0 
1391 99 109 77 66 0 
1392 117 157 143 161 0 
1393 143 117 161 87 0 
1394 157 99 153 128 0 
1395 143 157 153 255 0 
1396 143 153 109 172 0 
1397 153 109 172 138 0 
1398 143 153 172 255 0 
1399 109 143 172 118 0 
1400 580 467 561 536 0 
1401 724 745 794 697 0 
1402 189 203 150 139 0 
1403 344 252 277 213 0 
1404 155 192 140 206 0 
1405 163 175 157 247 0 
1406 408 334 345 300 0 
1407 273 281 332 219 0 
1408 42 67 53 57 0 
1409 53 42 57 46 0 
1410 57 53 46 74 0 
1411 413 375 309 386 0 
1412 243 192 284 278 0 
1413 745 687 759 694 0 
1414 462 422 528 468 0 
1415 422 528 468 558 0 
1416 528 468 558 595 0 
1417 528 468 595 462 0 
1418 558 528 595 647 0 
1419 558 528 647 517 0 
1420 528 595 647 586 0 
1421 558 528 517 422 0 
1422 417 478 410 359 0 
1423 439 538 464 518 0 
1424 716 776 759 799 0 
1425 553 581 641 677 0 
1426 94 96 108 61 0 
1427 269 324 331 359 0 
1428 269 324 359 417 0 
1429 626 576 476 570 0 
1430 253 304 255 309 0 
1431 567 682 498 506 0 
1432 647 528 586 614 0 
1433 488 560 567 526 0 
1434 690 599 666 732 0 
1435 623 582 668 640 0 
1436 192 140 206 162 0 
1437 441 500 397 509 0 
1438 441 500 509 520 0 
1439 509 441 520 474 0 
1440 397 441 509 402 0 
1441 441 509 402 474 0 
1442 441 500 520 517 0 
1443 612 482 513 539 0 
1444 698 747 670 765 0 
1445 698 747 765 791 0 
1446 670 698 765 730 0 
1447 670 698 730 622 0 
1448 698 765 730 791 0 
1449 747 765 791 825 0 
1450 765 791 825 808 0 
1451 765 730 791 808 0 
1452 730 698 791 748 0 
1453 730 698 748 616 0 
1454 376 281 393 339 0 
1455 669 672 660 569 0 
1456 627 543 670 540 0 
1457 627 543 540 534 0 
1458 319 406 450 380 0 
1459 406 450 380 549 0 
1460 319 406 380 299 0 
1461 108 94 61 73 0 
1462 108 94 73 131 0 
1463 627 543 534 501 0 
1464 151 154 201 122 0 
1465 500 509 520 625 0 
1466 523 589 547 479 0 
1467 523 589 479 461 0 
1468 341 423 335 365 0 
1469 341 423 365 331 0 
1470 356 414 457 340 0 
1471 356 414 340 314 0 
1472 620 556 506 593 0 
1473 506 620 593 619 0 
1474 620 556 593 691 0 
1475 791 748 808 730 0 
1476 98 55 101 62 0 
1477 365 341 331 222 0 
1478 456 475 473 349 0 
1479 601 585 482 574 0 
1480 453 367 431 499 0 
1481 313 413 309 422 0 
1482 413 309 422 386 0 
1483 313 413 422 404 0 
1484 465 578 464 484 0 
1485 704 735 750 815 0 
1486 301 339 254 238 0 
1487 301 339 238 307 0 
1488 301 339 307 381 0 
1489 307 301 381 323 0 
1490 339 307 381 472 0 
1491 238 301 307 207 0 
1492 238 301 207 254 0 
1493 207 238 254 159 0 
1494 339 238 307 236 0 
1495 238 307 236 192 0 
1496 236 238 192 155 0 
1497 236 238 155 179 0 
1498 238 155 179 159 0 
1499 236 238 179 281 0 
1500 236 238 281 339 0 
1501 301 207 254 223 0 
1502 207 254 223 159 0 
1503 717 642 664 644 0 
1504 664 717 644 754 0 
1505 717 642 644 734 0 
1506 829 823 805 807 0 
1507 805 829 807 832 0 
1508 829 823 807 847 0 
1509 369 492 463 429 0 
1510 369 492 429 445 0 
1511 841 806 836 807 0 
1512 414 447 457 529 0 
1513 414 447 529 382 0 
1514 61 43 28 36 0 
1515 231 324 297 331 0 
1516 570 596 667 648 0 
1517 127 179 129 155 0 
1518 382 302 353 391 0 
1519 369 343 278 411 0 
1520 834 806 780 820 0 
1521 423 365 439 335 0 
1522 288 275 375 309 0 
1523 835 855 821 851 0 
1524 461 347 394 445 0 
1525 705 701 633 739 0 
1526 705 701 739 786 0 
1527 701 633 739 635 0 
1528 739 701 635 767 0 
1529 701 739 786 767 0 
1530 581 553 588 677 0 
1531 11 24 13 15 0 
1532 275 217 186 329 0 
1533 484 508 578 464 0 
1534 53 42 46 21 0 
1535 46 53 21 30 0 
1536 263 316 302 229 0 
1537 316 302 229 356 0 
1538 438 365 423 331 0 
1539 438 365 331 427 0 
1540 413 422 404 558 0 
1541 687 669 609 634 0 
1542 609 687 634 625 0 
1543 124 139 150 203 0 
1544 150 124 203 214 0 
1545 796 743 824 800 0 
1546 824 796 800 837 0 
1547 417 337 482 429 0 
1548 417 337 429 306 0 
1549 641 712 723 746 0 
1550 173 139 203 219 0 
1551 851 833 852 806 0 
1552 445 448 333 369 0 
1553 669 634 641 609 0 
1554 273 332 395 282 0 
1555 431 359 417 306 0 
1556 581 520 474 509 0 
1557 366 336 256 321 0 
1558 543 670 540 548 0 
1559 630 641 538 518 0 
1560 372 332 395 469 0 
1561 91 123 110 156 0 
1562 570 614 626 648 0 
1563 228 321 326 259 0 
1564 326 228 259 244 0 
1565 284 243 278 369 0 
1566 508 484 395 464 0 
1567 589 523 575 461 0 
1568 269 337 417 306 0 
1569 60 94 73 61 0 
1570 717 664 762 754 0 
1571 332 395 469 443 0 
1572 443 372 332 420 0 
1573 751 792 805 807 0 
1574 805 751 807 823 0 
1575 736 740 769 647 0 
1576 81 141 86 89 0 
1577 144 187 219 231 0 
1578 187 219 231 272 0 
1579 367 276 394 400 0 
1580 370 368 285 402 0 
1581 484 493 395 362 0 
1582 670 627 727 595 0 
1583 241 317 261 260 0 
1584 317 261 260 392 0 
1585 241 317 260 314 0 
1586 194 177 241 195 0 
1587 177 241 195 233 0 
1588 241 194 195 261 0 
1589 478 526 434 557 0 
1590 434 478 557 582 0 
1591 434 325 427 331 0 
1592 60 83 59 104 0 
1593 83 59 104 103 0 
1594 60 83 104 114 0 
1595 178 179 159 254 0 
1596 492 463 429 482 0 
1597 782 810 831 809 0 
1598 564 544 577 456 0 
1599 241 195 233 314 0 
1600 598 590 633 493 0 
1601 614 517 626 628 0 
1602 517 626 628 625 0 
1603 614 517 628 695 0 
1604 628 614 695 722 0 
1605 695 628 722 697 0 
1606 628 722 697 626 0 
1607 721 744 780 709 0 
1608 368 370 474 402 0 
1609 41 43 59 27 0 
1610 59 41 27 23 0 
1611 544 658 577 663 0 
1612 641 630 569 518 0 
1613 651 698 670 548 0 
1614 666 678 754 664 0 
1615 498 567 506 526 0 
1616 18 49 52 44 0 
1617 591 458 552 551 0 
1618 666 690 732 756 0 
1619 513 494 526 655 0 
1620 327 295 389 289 0 
1621 523 547 431 479 0 
1622 431 523 479 394 0 
1623 479 431 394 499 0 
1624 394 479 499 497 0 
1625 523 479 394 461 0 
1626 479 394 461 497 0 
1627 547 431 479 499 0 
1628 479 547 499 589 0 
1629 704 691 556 620 0 
1630 147 170 228 163 0 
1631 659 648 626 697 0 
1632 470 444 351 409 0 
1633 212 243 306 246 0 
1634 260 263 199 195 0 
1635 132 181 120 93 0 
1636 284 272 337 352 0 
1637 284 272 352 307 0 
1638 352 284 307 398 0 
1639 284 307 398 323 0 
1640 272 337 352 420 0 
1641 337 352 420 398 0 
1642 352 284 398 337 0 
1643 307 352 398 472 0 
1644 50 55 38 77 0 
1645 462 528 586 595 0 
1646 258 302 200 232 0 
1647 200 258 232 193 0 
1648 258 302 232 300 0 
1649 35 46 57 21 0 
1650 695 558 651 647 0 
1651 651 695 647 769 0 
1652 695 558 647 517 0 
1653 558 651 647 595 0 
1654 651 647 595 706 0 
1655 595 651 706 727 0 
1656 651 647 706 769 0 
1657 647 595 706 586 0 
1658 659 697 775 648 0 
1659 200 268 229 302 0 
1660 551 462 586 592 0 
1661 551 462 592 501 0 
1662 462 592 501 595 0 
1663 592 501 595 617 0 
1664 592 501 617 527 0 
1665 595 592 617 706 0 
1666 501 617 527 534 0 
1667 592 501 527 551 0 
1668 501 595 617 627 0 
1669 462 586 592 595 0 
1670 527 501 534 387 0 
1671 24 42 21 26 0 
1672 75 77 50 99 0 
1673 47 44 68 34 0 
1674 68 47 34 48 0 
1675 47 44 34 20 0 
1676 336 442 432 412 0 
1677 336 442 412 454 0 
1678 130 82 74 112 0 
1679 503 586 561 613 0 
1680 561 503 613 536 0 
1681 586 561 613 673 0 
1682 561 613 673 667 0 
1683 613 561 536 580 0 
1684 613 561 580 667 0 
1685 586 561 673 614 0 
1686 561 673 614 667 0 
1687 673 586 614 647 0 
1688 614 673 647 722 0 
1689 316 263 260 229 0 
1690 185 202 147 251 0 
1691 83 140 126 162 0 
1692 776 810 759 830 0 
1693 236 272 284 307 0 
1694 284 236 307 192 0 
1695 366 404 511 312 0 
1696 366 404 312 313 0 
1697 312 366 313 256 0 
1698 312 366 256 321 0 
1699 312 366 321 416 0 
1700 312 366 416 511 0 
1701 366 416 511 454 0 
1702 292 346 353 415 0 
1703 782 748 694 789 0 
1704 442 366 511 454 0 
1705 321 346 312 416 0 
1706 346 312 416 415 0 
1707 416 346 415 447 0 
1708 321 346 416 457 0 
1709 151 92 90 106 0 
1710 151 92 106 148 0 
1711 92 90 106 70 0 
1712 90 106 70 122 0 
1713 70 90 122 71 0 
1714 106 70 122 107 0 
1715 106 70 107 103 0 
1716 107 106 103 166 0 
1717 106 70 103 56 0 
1718 70 122 107 71 0 
1719 90 106 122 151 0 
1720 122 106 107 162 0 
1721 106 103 166 148 0 
1722 107 122 162 126 0 
1723 92 90 70 56 0 
1724 103 106 56 86 0 
1725 106 92 70 56 0 
1726 348 290 378 392 0 
1727 192 243 162 211 0 
1728 243 162 211 246 0 
1729 192 243 211 278 0 
1730 243 211 278 267 0 
1731 211 278 267 240 0 
1732 267 211 240 246 0 
1733 211 278 240 206 0 
1734 211 278 206 192 0 
1735 240 267 246 333 0 
1736 240 267 333 278 0 
1737 267 246 333 318 0 
1738 333 267 318 369 0 
1739 267 246 318 243 0 
1740 206 211 192 162 0 
1741 240 211 206 164 0 
1742 211 206 164 162 0 
1743 240 211 164 160 0 
1744 333 267 369 278 0 
1745 243 211 267 246 0 
1746 246 333 318 347 0 
1747 318 246 347 264 0 
1748 333 318 347 445 0 
1749 348 316 260 317 0 
1750 260 348 317 392 0 
1751 316 260 317 314 0 
1752 129 187 155 179 0 
1753 55 24 38 37 0 
1754 38 55 37 76 0 
1755 24 38 37 15 0 
1756 55 24 37 26 0 
1757 528 489 586 614 0 
1758 308 247 363 336 0 
1759 46 71 57 79 0 
1760 71 57 79 144 0 
1761 46 71 79 90 0 
1762 697 724 775 794 0 
1763 268 185 229 287 0 
1764 157 175 128 209 0 
1765 175 128 209 205 0 
1766 157 175 209 247 0 
1767 130 132 82 112 0 
1768 345 348 378 449 0 
1769 348 378 449 392 0 
1770 378 345 449 455 0 
1771 449 378 455 392 0 
1772 271 220 305 285 0 
1773 220 305 285 186 0 
1774 285 220 186 203 0 
1775 285 220 203 282 0 
1776 285 220 282 271 0 
1777 220 203 282 173 0 
1778 723 708 787 792 0 
1779 155 187 236 179 0 
1780 75 50 67 99 0 
1781 787 724 794 775 0 
1782 247 298 363 313 0 
1783 273 219 189 281 0 
1784 214 186 182 124 0 
1785 67 50 48 99 0 
1786 649 748 698 616 0 
1787 426 344 400 455 0 
1788 290 260 199 235 0 
1789 199 290 235 213 0 
1790 290 260 235 392 0 
1791 132 120 82 93 0 
1792 243 284 337 369 0 
1793 219 203 189 139 0 
1794 807 760 792 817 0 
1795 760 792 817 787 0 
1796 807 760 817 806 0 
1797 377 375 475 349 0 
1798 409 415 390 292 0 
1799 415 504 390 435 0 
1800 390 415 435 312 0 
1801 504 390 435 509 0 
1802 415 504 435 572 0 
1803 509 520 625 659 0 
1804 775 708 684 770 0 
1805 409 390 358 280 0 
1806 306 276 212 246 0 
1807 556 660 672 569 0 
1808 506 470 507 593 0 
1809 507 506 593 619 0 
1810 470 507 593 505 0 
1811 507 593 505 604 0 
1812 593 505 604 621 0 
1813 593 470 505 621 0 
1814 506 470 593 556 0 
1815 381 307 323 398 0 
1816 381 307 398 472 0 
1817 302 232 300 263 0 
1818 588 678 542 515 0 
1819 542 588 515 430 0 
1820 588 678 515 671 0 
1821 690 599 732 705 0 
1822 732 690 705 786 0 
1823 335 282 271 285 0 
1824 518 634 509 609 0 
1825 426 512 449 455 0 
1826 426 512 455 524 0 
1827 426 512 524 579 0 
1828 506 620 619 557 0 
1829 506 620 557 682 0 
1830 366 321 416 454 0 
1831 628 614 722 626 0 
1832 510 429 482 492 0 
1833 124 150 72 98 0 
1834 489 422 413 517 0 
1835 678 666 542 664 0 
1836 325 434 359 331 0 
1837 308 310 250 387 0 
1838 79 46 90 74 0 
1839 393 376 339 472 0 
1840 754 678 731 733 0 
1841 678 731 733 644 0 
1842 731 733 644 709 0 
1843 731 733 709 793 0 
1844 733 678 644 754 0 
1845 731 754 733 793 0 
1846 678 731 644 709 0 
1847 240 211 160 246 0 
1848 650 662 671 718 0 
1849 671 650 718 709 0 
1850 650 662 718 784 0 
1851 335 370 402 464 0 
1852 335 370 464 395 0 
1853 701 631 665 767 0 
1854 631 701 690 751 0 
1855 272 231 297 219 0 
1856 231 297 219 341 0 
1857 720 672 682 781 0 
1858 785 783 814 744 0 
1859 166 246 160 162 0 
1860 481 379 542 430 0 
1861 127 179 155 159 0 
1862 258 193 280 351 0 
1863 426 446 512 579 0 
1864 860 851 841 850 0 
1865 841 860 850 847 0 
1866 445 565 492 575 0 
1867 818 814 835 775 0 
1868 536 549 679 563 0 
1869 536 549 563 450 0 
1870 536 549 450 406 0 
1871 720 608 749 682 0 
1872 84 145 119 93 0 
1873 654 534 527 617 0 
1874 527 654 617 591 0 
1875 654 534 617 627 0 
1876 617 654 627 727 0 
1877 470 507 505 391 0 
1878 505 470 391 502 0 
1879 507 505 391 514 0 
1880 749 720 682 781 0 
1881 749 720 781 811 0 
1882 564 650 671 495 0 
1883 107 122 126 71 0 
1884 588 515 430 576 0 
1885 501 436 387 527 0 
1886 501 436 527 551 0 
1887 376 393 516 472 0 
1888 495 564 596 671 0 
1889 500 397 509 435 0 
1890 500 397 435 404 0 
1891 397 435 404 312 0 
1892 836 852 861 853 0 
1893 861 836 853 847 0 
1894 861 836 847 841 0 
1895 836 847 841 807 0 
1896 836 852 853 834 0 
1897 448 463 566 452 0 
1898 463 566 452 574 0 
1899 463 566 574 492 0 
1900 574 463 492 482 0 
1901 448 463 452 343 0 
1902 311 288 266 377 0 
1903 232 258 300 227 0 
1904 300 232 227 201 0 
1905 232 258 227 193 0 
1906 258 227 193 351 0 
1907 505 507 604 514 0 
1908 712 764 746 720 0 
1909 764 746 720 811 0 
1910 764 746 811 792 0 
1911 647 528 614 517 0 
1912 474 368 402 441 0 
1913 670 698 622 548 0 
1914 714 681 715 610 0 
1915 715 714 610 662 0 
1916 59 60 27 43 0 
1917 292 280 262 390 0 
1918 762 804 820 754 0 
1919 762 804 754 732 0 
1920 820 762 754 793 0 
1921 832 840 854 819 0 
1922 840 854 819 846 0 
1923 840 854 846 857 0 
1924 819 840 846 795 0 
1925 854 819 846 855 0 
1926 832 840 819 811 0 
1927 819 840 795 811 0 
1928 854 832 819 850 0 
1929 411 485 381 398 0 
1930 485 381 398 472 0 
1931 411 485 398 463 0 
1932 381 411 398 323 0 
1933 398 485 472 482 0 
1934 549 503 406 536 0 
1935 757 728 768 663 0 
1936 605 726 694 625 0 
1937 312 416 415 435 0 
1938 416 415 435 572 0 
1939 301 207 223 230 0 
1940 207 223 230 167 0 
1941 207 223 167 137 0 
1942 167 207 137 206 0 
1943 230 207 167 206 0 
1944 167 230 206 184 0 
1945 206 167 184 114 0 
1946 230 207 206 307 0 
1947 230 206 184 283 0 
1948 167 184 114 131 0 
1949 167 230 184 283 0 
1950 167 184 131 215 0 
1951 167 184 215 283 0 
1952 301 207 230 307 0 
1953 114 167 131 137 0 
1954 223 230 167 283 0 
1955 455 426 524 400 0 
1956 92 149 86 148 0 
1957 468 404 422 558 0 
1958 517 628 695 605 0 
1959 628 695 605 697 0 
1960 517 628 605 625 0 
1961 628 605 625 697 0 
1962 625 628 697 626 0 
1963 605 625 697 726 0 
1964 450 319 380 425 0 
1965 109 153 77 138 0 
1966 7 8 9 3 0 
1967 9 7 3 6 0 
1968 9 7 6 23 0 
1969 422 413 517 558 0 
1970 327 274 265 361 0 
1971 274 265 361 296 0 
1972 44 68 34 49 0 
1973 68 34 49 48 0 
1974 128 157 209 153 0 
1975 302 200 232 263 0 
1976 260 199 235 176 0 
1977 199 235 176 141 0 
1978 235 260 176 261 0 
1979 176 235 261 216 0 
1980 235 260 261 392 0 
1981 260 176 261 195 0 
1982 260 176 195 199 0 
1983 57 46 79 74 0 
1984 586 551 592 657 0 
1985 551 592 657 591 0 
1986 592 586 657 706 0 
1987 110 91 156 115 0 
1988 110 91 115 65 0 
1989 51 69 45 44 0 
1990 51 69 44 52 0 
1991 220 203 173 186 0 
1992 792 807 817 832 0 
1993 17 28 26 35 0 
1994 17 28 35 43 0 
1995 312 416 435 511 0 
1996 416 435 511 572 0 
1997 410 417 359 324 0 
1998 559 563 425 535 0 
1999 559 563 535 681 0 
2000 425 559 535 460 0 
2001 559 535 460 606 0 
2002 559 535 606 689 0 
2003 535 460 606 544 0 
2004 460 606 544 521 0 
2005 606 544 521 663 0 
2006 544 460 521 383 0 
2007 544 521 663 577 0 
2008 544 521 577 440 0 
2009 544 521 440 383 0 
2010 521 440 383 483 0 
2011 606 535 544 610 0 
